State,County,factor_1,contribution_1,factor_2,contribution_2,factor_3,contribution_3,predicted_life_expectancy,actual_life_expectancy
Texas,Brooks,% Food Insecure,-2.918407249,Cervical cancer screening among adult women aged 21-65 years,-1.277832538,Current asthma among adults aged >=18 years,0.9017092908852968,71.21699298,70.3
Texas,Burleson,Current asthma among adults aged >=18 years,0.43633317220281276,Obesity among adults aged >=18 years,-0.280031143,Cervical cancer screening among adult women aged 21-65 years,-0.205598095,74.98676830649703,74.6
Texas,Burnet,Current asthma among adults aged >=18 years,0.8241466044382164,Household Income (Pacific Islander),0.35397672783236656,Sleeping less than 7 hours among adults aged >=18 years,0.2184802524441508,76.67003742697585,76.9
Texas,Calhoun,Current asthma among adults aged >=18 years,1.1343973502265396,Cervical cancer screening among adult women aged 21-65 years,-0.634491872,% Food Insecure,-0.395166859,75.67980941873279,75.6
Texas,Castro,Current asthma among adults aged >=18 years,0.9792719773323787,Cervical cancer screening among adult women aged 21-65 years,-0.586837008,E_TOTCR,0.5711096298136862,74.64401975135213,75.4
Texas,Chambers,Household Income (Pacific Islander),1.0860915080061557,Current asthma among adults aged >=18 years,0.6690212315440555,% Unemployed,0.6353244442527984,76.11372054,76.2
Texas,Cherokee,Cervical cancer screening among adult women aged 21-65 years,-0.682146736,% Food Insecure,-0.647490898,E_TOTCR,-0.412954214,72.59615962780182,73.1
Texas,Childress,Current asthma among adults aged >=18 years,0.746583918,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,% Food Insecure,-0.395166859,73.47401386,73.6
Texas,Clay,Current asthma among adults aged >=18 years,0.591458545,% Food Insecure,-0.395166859,E_UNEMP,0.3770172270841093,75.78674568896443,75.7
Texas,Coke,% Food Insecure,-1.152138976,Current asthma among adults aged >=18 years,0.5138958586498932,Cervical cancer screening among adult women aged 21-65 years,-0.443872416,73.91698562552627,74
Texas,Collin,Current asthma among adults aged >=18 years,1.599773468909024,Household Income (Pacific Islander),1.5831222284613085,% Asian,1.1010265732010087,81.38693676422307,81.3
Texas,Comal,Current asthma among adults aged >=18 years,1.211960037,Household Income (Pacific Islander),0.9942359328498805,Sleeping less than 7 hours among adults aged >=18 years,0.3937374752605056,79.07319501,78.3
Texas,Comanche,Current asthma among adults aged >=18 years,0.6690212315440555,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.49152728,73.83288232,74.8
Texas,Dawson,% Food Insecure,-1.656787054,Cervical cancer screening among adult women aged 21-65 years,-1.134867945,Obesity among adults aged >=18 years,-0.601068264,71.61638307,70.7
Texas,Deaf Smith,Current asthma among adults aged >=18 years,0.9792719773323787,Cervical cancer screening among adult women aged 21-65 years,-0.658319304,% Food Insecure,-0.647490898,75.04891967804423,74.2
Texas,DeWitt,% Food Insecure,-0.899814937,Current asthma among adults aged >=18 years,0.6690212315440555,Cervical cancer screening among adult women aged 21-65 years,-0.563009576,73.68039055904556,74.6
Texas,Dickens,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.753629032,Current asthma among adults aged >=18 years,0.746583918,73.04395280579773,73.3
Texas,Ellis,Household Income (Pacific Islander),0.7098118092075921,Current asthma among adults aged >=18 years,0.6690212315440555,% Food Insecure,0.36180525861029295,76.806501,76.8
Texas,Fayette,Current asthma among adults aged >=18 years,0.591458545,Cervical cancer screening among adult women aged 21-65 years,-0.348562687,E_PARK,-0.221626525,75.83828831829915,76.4
Texas,Floyd,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,Current asthma among adults aged >=18 years,0.6690212315440555,72.94238406463919,72.9
Texas,Fort Bend,Current asthma among adults aged >=18 years,1.7548988418031857,% Asian,1.2840114231748532,Household Income (Pacific Islander),1.1784117335584157,80.77000227340457,81
Texas,Franklin,Current asthma among adults aged >=18 years,0.746583918,E_TOTCR,-0.412954214,E_PARK,-0.280795045,75.11043653919695,74.5
Texas,Freestone,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.563009576,% Unemployed,0.5307392403799809,73.79287014091668,74.4
Texas,Frio,% Food Insecure,-1.404463015,Current asthma among adults aged >=18 years,1.2895227231207005,Cervical cancer screening among adult women aged 21-65 years,-0.944248489,72.96999342009768,72.4
Texas,Gaines,Cervical cancer screening among adult women aged 21-65 years,-0.944248489,% Food Insecure,-0.395166859,Obesity among adults aged >=18 years,-0.323414537,73.19277096014855,73.8
Texas,Galveston,Current asthma among adults aged >=18 years,0.5138958586498932,Household Income (Pacific Islander),0.5066143829134231,E_PARK,0.27030235304037253,76.05292084458623,76.1
Texas,Garza,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.848938761,72.71377305174148,73.5
Texas,Gonzales,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,% Food Insecure,-0.647490898,Current asthma among adults aged >=18 years,0.591458545,73.89192087200931,74.2
Texas,Grayson,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,-0.300907823,Current asthma among adults aged >=18 years,0.2812077993086518,75.15960912046955,74.4
Texas,Gregg,E_TOTCR,-1.201092368,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.420044984,72.48928814334612,72.1
Texas,Guadalupe,Current asthma among adults aged >=18 years,1.0568346637794592,Household Income (Pacific Islander),0.8513849767342572,Cervical cancer screening among adult women aged 21-65 years,0.12798595382738936,77.49497994732828,78.2
Texas,Hamilton,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,Current asthma among adults aged >=18 years,0.2812077993086518,73.68033232,74.3
Texas,Hardeman,Cervical cancer screening among adult women aged 21-65 years,-0.682146736,% Food Insecure,-0.647490898,Household Income (Pacific Islander),-0.441533791,73.82323959281918,73.8
Texas,Hartley,Current asthma among adults aged >=18 years,1.3670854095677825,Household Income (Pacific Islander),0.6585550624005022,% Food Insecure,0.6141292976744643,77.65417404298809,77.9
Texas,Henderson,E_TOTCR,-0.827084704,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.563009576,72.43440516967068,72
Texas,Hood,Current asthma among adults aged >=18 years,0.746583918,Household Income (Pacific Islander),0.4876798792770363,Sleeping less than 7 hours among adults aged >=18 years,0.2732481345742619,76.69027197499129,76
Texas,Hopkins,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,% Food Insecure,-0.395166859,Obesity among adults aged >=18 years,-0.280031143,73.49653031962139,74
Texas,Hunt,Cervical cancer screening among adult women aged 21-65 years,-0.49152728,% Food Insecure,-0.395166859,Current asthma among adults aged >=18 years,0.2812077993086518,74.46516439813934,74.1
Texas,Jasper,% Food Insecure,-1.404463015,% Unemployed,0.9490800558712502,E_UNEMP,-0.911050307,71.17336658399867,71
Texas,Jim Hogg,% Food Insecure,-2.161435132,Current asthma among adults aged >=18 years,1.211960037,Cervical cancer screening among adult women aged 21-65 years,-0.920421057,72.22209708910714,72.5
Texas,Johnson,Current asthma among adults aged >=18 years,0.5138958586498932,Household Income (Pacific Islander),0.51094144,Cervical cancer screening among adult women aged 21-65 years,-0.205598095,75.73867857875288,75.4
Texas,Jones,Current asthma among adults aged >=18 years,0.8241466044382164,Cervical cancer screening among adult women aged 21-65 years,-0.753629032,% Food Insecure,-0.647490898,73.75787294986036,73.6
Texas,Karnes,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.61066444,73.91144927489383,74.1
Texas,Kendall,Current asthma among adults aged >=18 years,1.3670854095677825,Household Income (Pacific Islander),1.3644170952011416,Sleeping less than 7 hours among adults aged >=18 years,0.37183032240846164,79.19871518828141,79.8
Texas,Kleberg,% Food Insecure,-2.161435132,Current asthma among adults aged >=18 years,1.211960037,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,73.33519235082738,73.4
Texas,Lamar,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,Household Income (Pacific Islander),-0.271820234,73.08837425441975,72.4
Texas,Lamb,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.944248489,Obesity among adults aged >=18 years,-0.462241401,72.60677946543281,72.2
Texas,Lampasas,Current asthma among adults aged >=18 years,0.591458545,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,-0.253252959,75.25524414462434,74.8
Texas,La Salle,Current asthma among adults aged >=18 years,1.599773468909024,% Food Insecure,-1.404463015,Cervical cancer screening among adult women aged 21-65 years,-0.658319304,73.31092030960227,73.2
Texas,Leon,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.777456464,% Unemployed,0.39129230188289144,73.13133872581525,73.3
Texas,Liberty,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,% Unemployed,0.6701861788770708,72.51612130574648,72.8
Texas,Limestone,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.682146736,Obesity among adults aged >=18 years,-0.540331511,72.17251288746334,72.6
Texas,McLennan,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.396217552,Current asthma among adults aged >=18 years,0.3587704857557323,74.41609500235995,75.3
Texas,Madison,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,Current asthma among adults aged >=18 years,0.5138958586498932,% Food Insecure,-0.395166859,73.67149796519168,72.9
Texas,Marion,% Food Insecure,-0.899814937,E_UNEMP,-0.682194974,Cervical cancer screening among adult women aged 21-65 years,-0.682146736,71.10624781219936,71.1
Texas,Matagorda,% Food Insecure,-1.656787054,% Unemployed,0.6353244442527984,Cervical cancer screening among adult women aged 21-65 years,-0.634491872,73.11516711,73.6
Texas,Maverick,% Food Insecure,-1.909111093,% Unemployed,1.3674208713625193,Cervical cancer screening among adult women aged 21-65 years,-1.134867945,72.55022340482934,72.7
Texas,Medina,Current asthma among adults aged >=18 years,1.2895227231207005,% Food Insecure,-0.395166859,E_UNEMP,0.3162878951543053,76.23257469,76.7
Texas,Milam,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.634491872,Current asthma among adults aged >=18 years,0.3587704857557323,73.70816629513621,74.7
Texas,Mills,Cervical cancer screening among adult women aged 21-65 years,-0.539182144,E_PARK,-0.378585488,E_UNEMP,0.3309752510812438,74.66558577808863,75.4
Texas,Moore,Cervical cancer screening among adult women aged 21-65 years,-1.015730785,Current asthma among adults aged >=18 years,0.8241466044382164,E_TOTCR,0.505895288,74.74474566581638,74.8
Texas,Nolan,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.586837008,Current asthma among adults aged >=18 years,0.5138958586498932,73.43307221881875,73.5
Texas,Nueces,Current asthma among adults aged >=18 years,1.2895227231207005,% Food Insecure,-1.152138976,Obesity among adults aged >=18 years,-0.47091808,75.34784748738537,74.6
Texas,Oldham,% Food Insecure,-0.647490898,E_TOTCR,0.5711096298136862,Current asthma among adults aged >=18 years,0.5138958586498932,75.61918263359321,76.4
Texas,Palo Pinto,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.7298016,Obesity among adults aged >=18 years,-0.314737858,73.05622164833808,73.2
Texas,Parker,Household Income (Pacific Islander),0.9434147957890265,Current asthma among adults aged >=18 years,0.8241466044382164,Sleeping less than 7 hours among adults aged >=18 years,0.2294338288701724,77.37215237299327,76.9
Texas,Parmer,Current asthma among adults aged >=18 years,0.9017092908852968,Cervical cancer screening among adult women aged 21-65 years,-0.801283897,E_TOTCR,0.5711096298136862,74.90045290933965,75.7
Texas,Real,% Food Insecure,-2.161435132,Cervical cancer screening among adult women aged 21-65 years,-0.825111329,% Unemployed,0.5307392403799809,72.06159452690211,71.2
Texas,Reeves,Current asthma among adults aged >=18 years,1.5222107824619435,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.61066444,74.00779072,73.6
Texas,Refugio,% Food Insecure,-1.152138976,Current asthma among adults aged >=18 years,0.746583918,Cervical cancer screening among adult women aged 21-65 years,-0.539182144,72.93515752070545,73.4
Texas,Rusk,E_TOTCR,-0.54549645,Cervical cancer screening among adult women aged 21-65 years,-0.420044984,% Food Insecure,-0.395166859,73.50035195584398,73.6
Texas,Shelby,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.920421057,Current asthma among adults aged >=18 years,-0.416856379,71.45241429841683,71.3
Texas,Smith,E_TOTCR,-0.432017628,Current asthma among adults aged >=18 years,0.20364511286157136,Household Income (Pacific Islander),0.16590948005745745,74.93098410875365,75.4
Texas,Somervell,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,Current asthma among adults aged >=18 years,0.43633317220281276,Household Income (Pacific Islander),0.38560199540909235,75.74830286887695,76.7
Texas,Stephens,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.825111329,E_UNEMP,-0.347457438,72.82835989574572,73.7
Texas,Tarrant,Current asthma among adults aged >=18 years,0.591458545,E_TOTCR,-0.575694654,Household Income (Pacific Islander),0.4195795556154919,76.73914035477034,77
Texas,Travis,Current asthma among adults aged >=18 years,1.3670854095677825,Household Income (Pacific Islander),0.9266583408838192,Obesity among adults aged >=18 years,0.6396968268712635,79.86844483437774,80.4
Texas,Trinity,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,% Unemployed,0.4958775057557086,71.76384250043779,72.1
Texas,Tyler,% Food Insecure,-1.656787054,E_UNEMP,-1.047093528,% Unemployed,0.7747713827498881,71.48177432118614,71.6
Texas,Upshur,% Food Insecure,-0.899814937,E_TOTCR,-0.47501122,Cervical cancer screening among adult women aged 21-65 years,-0.372390119,73.46100540843183,73.4
Texas,Uvalde,% Food Insecure,-1.909111093,Current asthma among adults aged >=18 years,0.9017092908852968,Cervical cancer screening among adult women aged 21-65 years,-0.777456464,72.93688446553475,72.1
Texas,Val Verde,Current asthma among adults aged >=18 years,1.0568346637794592,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,75.11619032159511,74.9
Texas,Van Zandt,Cervical cancer screening among adult women aged 21-65 years,-0.539182144,% Food Insecure,-0.395166859,E_TOTCR,-0.295085478,74.04499674932642,73.8
Texas,Victoria,Current asthma among adults aged >=18 years,0.9017092908852968,% Food Insecure,-0.899814937,E_TOTCR,-0.390243139,74.63501954,74.7
Texas,Waller,Current asthma among adults aged >=18 years,0.3587704857557323,% Unemployed,0.35643056725861877,Household Income (Pacific Islander),0.336116728,75.17021183675958,75.9
Texas,Wharton,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.49152728,Obesity among adults aged >=18 years,-0.453564722,73.53858594208025,73.7
Texas,Wichita,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.777456464,Current asthma among adults aged >=18 years,0.3587704857557323,73.93502333670997,73
Texas,Wilbarger,% Food Insecure,-1.909111093,Cervical cancer screening among adult women aged 21-65 years,-0.801283897,% Unemployed,0.4958775057557086,72.27759443276443,71.4
Texas,Williamson,Current asthma among adults aged >=18 years,1.3670854095677825,Household Income (Pacific Islander),1.3227437628112413,% Asian,0.6130669732707567,80.35385904,80.7
Texas,Wilson,Current asthma among adults aged >=18 years,1.1343973502265396,Household Income (Pacific Islander),0.5707361375593464,E_PARK,-0.312754106,77.04974111938782,76.8
Texas,Wise,Household Income (Pacific Islander),0.703887517,Current asthma among adults aged >=18 years,0.591458545,Obesity among adults aged >=18 years,-0.332091216,75.47540310950589,75.1
Texas,Wood,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.443872416,E_TOTCR,-0.412954214,73.77594698262803,73.6
Texas,Zavala,% Food Insecure,-2.918407249,Cervical cancer screening among adult women aged 21-65 years,-1.53993429,% Unemployed,1.2976974021139744,70.32970971212674,69.9
Utah,Box Elder,E_TOTCR,0.5711096298136862,Cervical cancer screening among adult women aged 21-65 years,-0.539182144,Household Income (Pacific Islander),0.5186081712597846,76.87683107646568,77.5
Utah,Duchesne,Cervical cancer screening among adult women aged 21-65 years,-0.682146736,E_TOTCR,0.3607789811769841,Sleeping less than 7 hours among adults aged >=18 years,0.33896959313039454,75.29145678123719,75.7
Utah,Garfield,% Unemployed,0.9839417904955228,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,76.71305844887884,77.6
Utah,Juab,% Food Insecure,0.6141292976744643,Household Income (Pacific Islander),0.573465959,E_TOTCR,0.5711096298136862,77.71934071211403,77.7
Utah,Millard,E_TOTCR,0.5711096298136862,Cervical cancer screening among adult women aged 21-65 years,-0.563009576,% Unemployed,-0.445389329,76.11951523656603,76.7
Utah,Morgan,Household Income (Pacific Islander),1.6563917877781853,% Food Insecure,1.623425454,Sleeping less than 7 hours among adults aged >=18 years,0.766159074,81.61209944193862,81
Utah,Salt Lake,Household Income (Pacific Islander),0.8241158066198903,% Food Insecure,0.6141292976744643,Obesity among adults aged >=18 years,0.5182233214701875,78.12052865386005,78.6
Utah,Sanpete,E_TOTCR,0.5711096298136862,Cervical cancer screening among adult women aged 21-65 years,-0.563009576,Obesity among adults aged >=18 years,0.44880988981242953,76.44701243625076,77.2
Utah,Summit,Household Income (Pacific Islander),2.155193987868031,Obesity among adults aged >=18 years,1.4032445751065994,Sleeping less than 7 hours among adults aged >=18 years,1.226209283638194,83.84865125452957,84
Utah,Tooele,% Food Insecure,0.8664533367386357,Household Income (Pacific Islander),0.8295464081229643,E_TOTCR,0.5711096298136862,77.13714171339535,77.1
Utah,Uintah,Cervical cancer screening among adult women aged 21-65 years,-0.658319304,E_TOTCR,0.49714950337021696,Current asthma among adults aged >=18 years,-0.494419065,74.66896581972793,74.6
Utah,Utah,Household Income (Pacific Islander),1.015900257562679,Cervical cancer screening among adult women aged 21-65 years,-1.015730785,Current asthma among adults aged >=18 years,0.9017092908852968,78.93516441353898,79.4
Utah,Wasatch,Household Income (Pacific Islander),1.6193649593481347,Current asthma among adults aged >=18 years,1.0568346637794592,% Food Insecure,0.8664533367386357,81.06855999225604,81
Utah,Weber,% Food Insecure,0.6141292976744643,Household Income (Pacific Islander),0.6111026407105391,Sleeping less than 7 hours among adults aged >=18 years,0.5470875452248168,77.8788624,76.9
Vermont,Bennington,Current asthma among adults aged >=18 years,-1.03735787,Obesity among adults aged >=18 years,0.6136667899996042,Cervical cancer screening among adult women aged 21-65 years,0.6045345950343227,76.7400523,76.7
Vermont,Caledonia,Current asthma among adults aged >=18 years,-0.804669811,Obesity among adults aged >=18 years,0.622343469,Sleeping less than 7 hours among adults aged >=18 years,0.6128090037809503,76.26854608754712,76.7
Vermont,Grand Isle,% Food Insecure,1.118777375802807,Cervical cancer screening among adult women aged 21-65 years,0.7474991873964012,Sleeping less than 7 hours among adults aged >=18 years,0.6347161566329945,78.50381803368877,78.5
Vermont,Orleans,Current asthma among adults aged >=18 years,-0.959795184,% Food Insecure,0.36180525861029295,Obesity among adults aged >=18 years,0.30130634753969426,75.27082729,76.2
Vermont,Rutland,Current asthma among adults aged >=18 years,-0.804669811,Sleeping less than 7 hours among adults aged >=18 years,0.5361339687987948,% Unemployed,-0.410527594,76.02332532766394,76.5
Vermont,Washington,Obesity among adults aged >=18 years,0.9347039114167344,Sleeping less than 7 hours among adults aged >=18 years,0.8756948380054832,Cervical cancer screening among adult women aged 21-65 years,0.7951540515170953,78.86970589937597,79
Vermont,Windsor,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,-0.649544438,% Unemployed,-0.619698002,77.33264095785479,77.9
Virginia,Accomack,Sleeping less than 7 hours among adults aged >=18 years,-0.41682718,Obesity among adults aged >=18 years,-0.366797932,% Food Insecure,0.36180525861029295,74.04540668289299,73.8
Virginia,Amherst,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.3424328423705073,E_TOTCR,-0.33647054,75.57721615728528,75.5
Virginia,Arlington,Household Income (Pacific Islander),2.113607777427378,Current asthma among adults aged >=18 years,1.8324615282502665,Obesity among adults aged >=18 years,1.3078011065771824,83.68426811064461,83.9
Virginia,Augusta,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.8241466044382164,% Unemployed,-0.37566586,77.52144600413841,78
Virginia,Bath,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.438734333,E_PARK,0.4042196749648929,74.76560794742083,74.4
Virginia,Bedford,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.746583918,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,77.72905029978911,77
Virginia,Brunswick,Sleeping less than 7 hours among adults aged >=18 years,-0.734480897,% Food Insecure,0.6141292976744643,Obesity among adults aged >=18 years,-0.54900819,72.76041452040312,72.7
Virginia,Campbell,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.580707163,E_TOTCR,-0.412954214,76.00936163164934,76.5
Virginia,Carroll,Sleeping less than 7 hours among adults aged >=18 years,-0.427780757,Household Income (Pacific Islander),-0.346774151,Current asthma among adults aged >=18 years,0.20364511286157136,74.43127666449266,74.6
Virginia,Charlotte,Sleeping less than 7 hours among adults aged >=18 years,-0.592084403,Current asthma among adults aged >=18 years,-0.571981752,Household Income (Pacific Islander),-0.42855262,72.53210120685543,71.7
Virginia,Chesterfield,% Food Insecure,1.3711014148669785,Cervical cancer screening among adult women aged 21-65 years,1.0572558041809073,Household Income (Pacific Islander),0.9805868274678227,78.74918264845822,77.8
Virginia,Culpeper,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.7210795813102272,Cervical cancer screening among adult women aged 21-65 years,0.6521894591550133,77.41310141262878,77
Virginia,Dickenson,% Food Insecure,-1.656787054,Household Income (Pacific Islander),-0.507572228,Current asthma among adults aged >=18 years,-0.494419065,72.21695962560824,71.9
Virginia,Dinwiddie,% Food Insecure,0.8664533367386357,Household Income (Pacific Islander),0.5139907079496843,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,75.47330216273652,74.7
Virginia,Essex,Sleeping less than 7 hours among adults aged >=18 years,-0.690666591,E_UNEMP,-0.593647432,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,73.54865702876309,73
Virginia,Fairfax,Current asthma among adults aged >=18 years,2.2202749604856704,Household Income (Pacific Islander),2.1989001657403655,% Food Insecure,1.623425454,83.67129237639008,84.5
Virginia,Fauquier,% Food Insecure,1.3711014148669785,Household Income (Pacific Islander),1.3248056489434246,Current asthma among adults aged >=18 years,1.1343973502265396,79.90108684678505,79
Virginia,Floyd,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.3587704857557323,% Unemployed,-0.340804125,76.38993686988681,76.4
Virginia,Franklin,% Food Insecure,0.36180525861029295,Cervical cancer screening among adult women aged 21-65 years,0.2947779782498133,E_UNEMP,0.2518832297679249,75.66311498838849,75.7
Virginia,Frederick,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9017092908852968,Household Income (Pacific Islander),0.7687933688479319,78.61456649884495,78.5
Virginia,Goochland,Household Income (Pacific Islander),1.6369345524463157,% Food Insecure,1.623425454,Cervical cancer screening among adult women aged 21-65 years,0.938118644,80.41538045219203,80.2
Virginia,Henrico,% Food Insecure,1.3711014148669785,E_TOTCR,-1.141419054,Cervical cancer screening among adult women aged 21-65 years,0.8904637797584799,78.17978760860018,77.2
Virginia,Isle of Wight,% Food Insecure,1.118777375802807,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,Household Income (Pacific Islander),0.6650601679442916,77.07175713658847,76.8
Virginia,James City,Household Income (Pacific Islander),1.2806929019746032,Cervical cancer screening among adult women aged 21-65 years,1.1287381003619466,% Food Insecure,1.118777375802807,80.16818158320228,81.1
Virginia,King and Queen,Sleeping less than 7 hours among adults aged >=18 years,-0.41682718,E_TOTCR,-0.412954214,Cervical cancer screening among adult women aged 21-65 years,0.3900877064912013,74.14808456689207,73.7
Virginia,Lancaster,Cervical cancer screening among adult women aged 21-65 years,0.8428089156377893,E_UNEMP,-0.51302147,% Food Insecure,0.36180525861029295,75.96362064949118,75.3
Virginia,Lee,% Food Insecure,-1.656787054,Household Income (Pacific Islander),-0.625099738,E_UNEMP,-0.437612349,71.71298609505841,71.9
Virginia,Louisa,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,E_TOTCR,-0.412954214,75.60286985601832,75.9
Virginia,Lunenburg,Obesity among adults aged >=18 years,-0.566361548,Sleeping less than 7 hours among adults aged >=18 years,-0.460641486,Household Income (Pacific Islander),-0.424632133,73.18422687409922,74
Virginia,Mecklenburg,Current asthma among adults aged >=18 years,-0.494419065,E_TOTCR,-0.412954214,Sleeping less than 7 hours among adults aged >=18 years,-0.373012875,73.42622770322332,73
Virginia,Nelson,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,Current asthma among adults aged >=18 years,0.43633317220281276,76.94582664653545,76.7
Virginia,Northampton,Obesity among adults aged >=18 years,-0.670481696,Sleeping less than 7 hours among adults aged >=18 years,-0.460641486,Household Income (Pacific Islander),-0.343056947,73.31392964,73.2
Virginia,Northumberland,Cervical cancer screening among adult women aged 21-65 years,0.8189814835774405,% Food Insecure,0.6141292976744643,Obesity among adults aged >=18 years,0.5963134320851649,77.07501248860558,76.2
Virginia,Nottoway,Sleeping less than 7 hours among adults aged >=18 years,-0.657805862,E_TOTCR,-0.412954214,% Food Insecure,0.36180525861029295,73.28513581403774,72.6
Virginia,Pittsylvania,E_TOTCR,-0.412954214,E_PARK,-0.323076442,Household Income (Pacific Islander),-0.319679224,73.93980823042203,74.9
Virginia,Prince Edward,Sleeping less than 7 hours among adults aged >=18 years,-0.493502215,E_TOTCR,-0.412954214,Cervical cancer screening among adult women aged 21-65 years,0.3900877064912013,74.50294925472168,74
Virginia,Prince William,Household Income (Pacific Islander),1.8331331821509613,% Food Insecure,1.623425454,Current asthma among adults aged >=18 years,0.9792719773323787,79.71285652,80.6
Virginia,Rappahannock,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.746583918,Cervical cancer screening among adult women aged 21-65 years,0.6998443232757072,77.96818636776223,78.8
Virginia,Richmond,% Food Insecure,1.118777375802807,Sleeping less than 7 hours among adults aged >=18 years,-0.592084403,E_TOTCR,-0.412954214,75.45935289366383,76.4
Virginia,Rockbridge,% Food Insecure,0.6141292976744643,% Unemployed,-0.305942391,Current asthma among adults aged >=18 years,0.2812077993086518,76.19381704,76.2
Virginia,Rockingham,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.591458545,Household Income (Pacific Islander),0.3977700276539482,77.48609999424353,78.1
Virginia,Russell,% Food Insecure,-1.152138976,Household Income (Pacific Islander),-0.411680003,Sleeping less than 7 hours among adults aged >=18 years,-0.26347711,73.27253878,73.1
Virginia,Scott,% Food Insecure,-0.899814937,Household Income (Pacific Islander),-0.5697773,Average Grade Performance,0.26777117884744567,73.94322341204354,73.4
Virginia,Shenandoah,Current asthma among adults aged >=18 years,0.591458545,% Unemployed,-0.305942391,Household Income (Pacific Islander),0.2757121767586513,76.13514981,76.6
Virginia,Southampton,% Food Insecure,1.118777375802807,Sleeping less than 7 hours among adults aged >=18 years,-0.581130827,Cervical cancer screening among adult women aged 21-65 years,0.4615700026722407,75.14507465133829,75.3
Virginia,Spotsylvania,% Food Insecure,1.3711014148669785,Household Income (Pacific Islander),1.283567926,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,78.34224838874175,77.9
Virginia,Westmoreland,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,E_UNEMP,-0.462955861,E_TOTCR,-0.412954214,74.78553762264967,75.3
